Код товару,Заголовок,Бренд,Артикул постач.,Колір,"Закупка, грн",тип,,Ціна,фото,Кіл-ть,Розміри в інтернет-магазині,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б116,Бюстик без поролона в чашках С и D. Код: Б116,Safena,#2107,чорний,160,Мягкая,C,440,,7,90С чорний,95С чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б118,"Черные бретели 1,2 см. Код: Б118",Китай,#20,чорний,"13,86",----,----,40,,2,чорні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б119,"Бежевые бретели 1,5 см. Код: Б119",Китай,#1000ш,бежевий,"6,62",----,----,40,,3,бежеві,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б120,Бюстик без поролона чашка В белого цвета. Код: Б120,Safena,#15771,білий,"158,34",Мягкая,B,370,,4,75В білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б121,"Бюстгальтер с push-up в чашке B, малиновый",NBC ,#312,малиновий,43,Пуш-ап,B,90,,3,80В малиновий,85В малиновий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б122,Зеленый бюстгальтер с пуш-апом в чашке В,NBC ,#7497,зелений,42,Пуш-ап,B,90,,1,70В зелений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б123,Зеленый бюстгальтер пуш ап в чашке Б,NBC ,#328,зелений,42,Пуш-ап,B,90,,3,80В зелений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б131,"Бюстик открытой формы чашка С, черно-беж. Код: Б131",Onita de Mas,#8276,чорно-бежевий,169,На тонком,C,420,,1,80C чорно-бежевий,85C чорно-бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б134,Сиреневый бюст Anfen в чашке 75С. Код: Б134,Anfen,#919,бузковий,67,На тонком,C,280,,3,75С бузковий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б139,Ажурный бюстик пушап чашка B. Код: Б139,Weiyesi,#2344,бежевий,"148,26",Пуш-ап,B,420,,1,85В бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б144,Бюстик без поролона чашка Е серого цвета. Код: Б144,Safena,#2103,темно-сірий,"181,24",Мягкая,E,390,,1,100E темно-сірий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б147,"Розовый бюст с атласной лентой, пуш-ап чашка B",Luerrose,#2827,рожевий,50,Пуш-ап,B,90,,2,75В рожевий,80В рожевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б148,"Бюст с пуш-ап чашкой A, кружево сверху чашки",Luerrose,#3863,малиновий,49,Пуш-ап,A,90,,2,75A малиновий,80A малиновий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б150,"Бюстик пушап чашка В, шесть цветов. Код: Б150",CHLX,#K0488,пудра,"134,6",Пуш-ап,B,370,,5,80В пудра,85В пудра,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б152,"Двухцветный бюст анжелика с пушап, на чашку А/В. Код: Б152",Китай,#X152,молочно-бежевий,"138,1",Пуш-ап,A/B,350,,2,85B молочно-бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б153,"Гладкий бюстик чашка E plus, 2 расцветки. Код: Б153",Weiyesi,#1997-2,бежевий,"193,2",На плотном,E,440,,1,105E бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б154,"Бюстик на поролоне чашка С, четыре расцветки. Код: Б154",Weiyesi,#6067,чорно-бежевий,"159,57",На тонком,C,390,,1,85С чорно-бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б156,"Черный бюстик с дышащими чашечками, на чашку B. Код: Б156",Китай,#017,чорний,"138,6",На тонком,B,320,,1,85B чорний,90B чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б166,"Бюстгальтер гладкий со стрепами, 3-ка, два цвета. Код: Б166",LuLoLa,#2284С,білий,"124,4",Пуш-ап,C,370,,1,90C білий,95C білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б170,Ажурный бюстик чашка D в 2х цветах. Код: Б170,Weiyesi,#8243,бежевий,181,На тонком,D,430,,1,80D бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б174,Гладкий молочный бюстик на корректоре. Код: Б174,FNNISS,#9709,молочний,"155,25",Пуш-ап,B,370,,3,85B молочний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б183,"Контейнер для стирки бюстгальтеров Bra Baby (Бра Бейби, Бра Беби)",Bra Baby,#439,рожевий,43,---,----,110,,1,рожевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б184,Мешочек чехол контейнер для стирки нижнего белья,,,мікс кольорів,40,---,----,100,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б185,"Бюстик на чашку В с небольшим пушап, два цвета. Код: Б185",Китай,#72108,"чорно-бежевий, білий",147,Пуш-ап,B,390,,1,80B чорно-бежевий,75B білий,80B білий,85B білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б207,Бюстгальтер тонкий поролон 3-ка. Код: Б207,Donafen,#7777,бежевий,49,На тонком,C,190,,1,85С бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б236,Гладкий бюстик в чашке С. Код: Б236,Weiyesi,#8431,бордо,87,На плотном,C,290,,3,80С бордо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б240,"Ажурный бюст с гелевым пушем, чашка С. Код: Б240",Weiyesi,#В15,чорний,50,Пуш-ап,C,190,,2,85C чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б250,"Гладкий бюстгальтер пуш-ап чашка В, пудра. Код: Б250",Weiyesi,#8194,пудра,90,Пуш-ап,B,320,,1,80В пудра,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б263,Бюстик тонкий поролон чашка C. Код: Б263,Weiyesi,#6025,чорно-бежевий,90,На тонком,C,420,,3,75С чорно-бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б264,"Бюстик тонкий поролон без косточек, чашка В. Код: Б264",Weiyesi,#8198,червоний,100,На тонком,B,320,,2,85В червоний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б265,"Бюстик без поролона чашка С, бордо. Код: Б265",Weiyesi,#12755-1,бордо,100,Мягкая,C,350,,3,75C бордо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б280,"Бежевый бюстгальтер с корректором, чашка В. Код: Б280",Fnniss,#729,бежевий,67,Пуш-ап,B,290,,1,85В бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б286,Бюстик в чашке В гель пушап. Код: Б286,Weiyesi,#B900,сливовий,86,Пуш-ап,B,330,,6,85B сливовий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б287,Бюстик пудра большой пуш-ап чашка В. Код: Б287,Weiyesi,#5853,"пудра, червоний",120,Пуш-ап,B,320,,5,85B пудра,85B червоний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б288,"Бюстик в форме цветка, чашка С, три цвета. Код: Б288 ",Weiyesi,#8487,"бордо, пудра",70,На тонком,C,320,,4,75C бордо,80C пудра,85C пудра,90C пудра,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б289,"Бюстик балконет чашка В, три цвета. Код: Б289",Weiyesi,#992,"білий, пудра",106,На тонком,B,380,,2,75B білий,80B білий,85B білий,85B пудра,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б290,"Белый кружевной бралетт M, L, XL. Код: Б290",Weiyesi,#8075,білий,100,На тонком,B,320,,3,M білий,L білий,XL білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б304,Черный бюстик без поролона на чашку D. Код: Б304,Safena,#2193,чорний,160,На тонком,D,370,,1,90D чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б316,Бюстгальтер чашка В. Код: Б316,Weiyesi,#1747,синій,109,Пуш-ап,B,310,,3,80B синій,85B синій,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б321,Бюстики в чашке А без пуша. Код: Б321,Fnniss,"#6237, 6252",персиковий,60,На тонком,A,210,,2,70А персиковий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б340,"Бралетт цвета бордо на косточке, M, L, XL. Код: Б340",Weiyesi,#1767,бордо,93,мягкая,B,350,,1,L бордо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б343,Черный бюстик без поролона на чашку С. Код: Б343,Anfen,#3-470С,чорний,"91,4",мягкая,C,280,,1,80С чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б346,Бюстик на чашку D цвета фуксия. Код: Б346,Weiyesi,#6081-1,фуксія,100,На тонком,D,380,,1,90D фуксія,100D фуксія,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б351,Шикарный бюст на пушап корректоре чашка В. Код: Б351,Fnniss,#18060,червоний,"156,94",Пуш-ап,B,420,,1,80B червоний,85B червоний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б352,"Бюстик в чашке G, два цвета. Код: Б352",Safena,#2036,"чорний, темно-сірий",210,мягкая,G,440,,4,105G чорний,105G сірий,с.110G сірий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б353,Бюстик пушап чашка В в 2х цветах. Код: Б353,Onita de Mas,#6316,"чорно-бежевий, білий","177,7",Пуш-ап,B,420,,1,80B чорно-бежевий,85B чорно-бежевий,75B білий,80B білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б360,Бежевый бюстгальтер чашка D. Код: Б360,Люся,#107,бежевий,"212,1",На тонком,D,440,,2,85D бежевий,90D бежевий,105D бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б361,"Шикарный бюст для пышной груди, чашка D. Код: Б361",CHLX,#378л,"чорно-бежевий, молочний",210,На тонком,D,450,,3,90D чорно-бежевий,100D чорно-бежевий,90D молочний,95D молочний,100D молочний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б362,"Бюстгальтер спейсер чашка Е, два цвета. Код: Б362",Weiyesi,#8217,"молочний, чорний","212,5",мягкая,E,460,,1,100Е молочний,110Е молочний,110Е чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б363,"Пушап бюстик-анжелика на чашку, два цвета B. Код: Б363",CHLX,#8072,"молочний, чорний","151,2",Пуш-ап,B,380,,4,80B молочний,85B молочний,80B чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б365,Черно-леопардовый бюстик на чашку D. Код: Б365,Sealuna,#80002,леопард,"289,1",На тонком,D,580,,2,95D леопард,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б369,"Бюстик без поролона в чашках С и D, 3 цвета. Код: Б369",CHLX,#356,червоний,230,мягкая,D,460,,2,75D червоний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б373,Черно-бежевый пушап бюстик чашка В. Код: Б373,Weiyesi,#2362,чорно-бежевий,"163,8",Пуш-ап,B,420,,3,75В чорно-бежевий,80В чорно-бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б374,Белый бюстик на поролоне чашка С. Код: Б374,Weiyesi,#2375,білий,147,Поролон,C,420,,1,80С білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б375,Белый бюстик на поролоне чашка С. Код: Б375,Weiyesi,#7240,білий,"132,3",Поролон,C,420,,1,75С білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б376,Бежевый гладкий бюстик чашка С. Код: Б376,Fnniss,#7259,бежевий,"161,7",Поролон,C,420,,1,90С бежевий,95С бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б379,"Роскошный бюстик чашка В, 4 цвета. Код: Б379",Fnniss,#18803,червоний,"142,8",Поролон,B,420,,6,80В червоний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б384,"Бюстик без косточек чашка В, два цвета. Код: Б384",CHLX,#2226,"молочний, чорний","168,08",Поролон,B,380,,8,85В молочний,85В чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б385,"Бюстик с пушапом чашка В, два цвета. Код: Б385",Velencosa,#6102,білий,"155,63",Пуш-ап,B,420,,5,85В білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б387,Белый бюстик чашка В поролон. Код: Б387,Velencosa,#6020,білий,"149,4",Поролон,B,420,,2,85В білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б388,Белый бюстик чашка С с небольшим корректором. Код: Б388,Weiyesi,#2321,білий,171,Пуш-ап,C,420,,4,75C білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б389,Бюстик в чашці B без поролону. Код: Б389,Weiyesi,#2372,"бежевий, молочний,чорний",157,мягкая,B,430,,7,85В бежевий,85В молочний,90В чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б389,Бюстик в чашці C без поролону. Код: Б389,Weiyesi,#2372-1,"бежевий, молочний,чорний",157,мягкая,C,430,,4,90С бежевий,95С бежевий,85С молочний,85С чорний,90С чорний,95С чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б389,Бюстик в чашці D без поролону. Код: Б389,Weiyesi,#2372-2,бежевий,157,мягкая,D,430,,1,80D бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
